id,name,instructions,description,ingredients,cuisine,warmth,tags,prep_time,cook_time,total_time,image_url,ingredient_names
47,Zupa pomidorowa i soczewica,"1. Cebulę i czosnek podsmażamy na oliwie przez 5 minut.
2. Dodaj marchewkę, smaż przez kolejne 2 minuty.
3. Dodać pomidory, liść laurowy i wodę, wymieszać i doprowadzić do wrzenia.
4. Dodać soczewicę, doprawić solą i gotować 5 minut.
5. Przed podaniem posyp posiekaną natką pietruszki.","Zupa pomidorowo-soczewicowa może być dobrym przepisem na poszerzenie pudełka z przepisami na danie główne. Z tego przepisu składają się 4 porcje zawierające <b>340 kalorii</b>, <b>18 g białka</b> i <b>8 g tłuszczu</b> każda. Za <b>1,16 USD za porcję</b> ten przepis <b>pokrywa 34%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Jest idealna na <b>jesień</b>. Ten przepis z Foodista wymaga liścia laurowego, cebuli, czosnku i marchwi. 11 osób było zadowolonych, że wypróbowało ten przepis. Od przygotowania do talerza, ten przepis trwa","[{""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""cebula"", ""unit"": """", ""amount"": 1}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 2}, {""name"": ""marchewki"", ""unit"": """", ""amount"": 3}, {""name"": ""pomidory"", ""unit"": ""g"", ""amount"": 480}, {""name"": ""liść laurowy"", ""unit"": """", ""amount"": 1}, {""name"": ""woda"", ""unit"": ""l"", ""amount"": 1.3}, {""name"": ""soczewica"", ""unit"": ""g"", ""amount"": 250}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""pietruszka"", ""unit"": ""pęczek"", ""amount"": 1}]",Międzynarodowa,True,"[""dinner"",""main dish"",""vegan"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""soup"",""lunch""]",,,45,https://img.spoonacular.com/recipes/663559-312x231.jpg,"['cebula', 'marchewki', 'pomidory', 'woda', 'oliwa z oliwek', 'soczewica', 'czosnek', 'sól', 'liść laurowy', 'pietruszka']"
48,Wrapy z boćwiny szwajcarskiej,"1. Odetnij łodygi boćwiny w miejscu styku z liściem. Możesz całkowicie powstrzymać boćwinę. Lubię zostawiać kawałek łodygi z liśćmi, aby nadać wrapom lepszą strukturę.
2. Pokrój kalafior na małe kawałki i zmiksuj je w robocie kuchennym, aż będzie wyglądać jak ryż. Zwykle pulsuję razem różyczki kalafiora i łodygę.
3. Umieść oliwę z oliwek na patelni ustawionej na średnim ogniu. Gdy patelnia się rozgrzeje, dodaj czosnek i smaż przez około minutę lub dwie, aż czosnek zacznie się rumienić.
4. Dodaj pulsowany ryż kalafiorowy i gotuj przez około 2-3 minuty. Po ugotowaniu kalafior powinien przybrać żywy żółto-pomarańczowy kolor.
5. Do kalafiora dodać szczyptę soli i posiekaną bazylię, wymieszać.
6. Zwiń cukinię ostrzem B, tworząc makaron z cukinii. Jeśli nie masz spiralizatora, po prostu utwórz wstążki z cukinii za pomocą obieraczki do warzyw.
7. Aby złożyć chusty, połóż duży liść płasko w dół.
8. Dodaj odrobinę smażonego kalafiora, makaronu z cukinii, czerwonej papryki i awokado wzdłuż łodygi boćwiny.
9. Skrop warzywa odrobiną winegretu i zawiń wszystko.
10. Ciesz się tymi wrapami jako dodatkiem do ulubionego białka! Możesz zanurzyć te wrapy w większej ilości sosu.
11. Takie wrapy najlepiej spożywać świeże. Wszelkie pozostałości przechowuj w lodówce w szczelnym pojemniku.","Swiss Chard Wraps to <b>bezglutenowy, bezmleczny, paleolityczny i wegetariański przepis na lakto ovo</b> składający się z 6 porcji. Jedna porcja zawiera <b>137 kalorii</b>, <b>4 g białka</b> i <b>11 g tłuszczu</b>. Za <b>82 centy za porcję</b> ten przepis <b>pokrywa 18%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Najlepiej sprawdza się jako dodatek do drugiego dania, a jego przygotowanie zajmuje około <b>45 minut</b>. Ten przepis zachwycił 14 osób. Jeśli masz liście boćwiny, pomarańczowy kalafior, oliwę z oliwek i a","[{""name"": ""liście boćwiny"", ""unit"": ""duża sztuka"", ""amount"": 6}, {""name"": ""pomarańczowy kalafior"", ""unit"": ""mała główka"", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 1.5}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 3}, {""name"": ""sól"", ""unit"": ""szczypta"", ""amount"": 1}, {""name"": ""bazylia"", ""unit"": ""gałązka"", ""amount"": 1}, {""name"": ""cukinia"", ""unit"": ""średnia sztuka"", ""amount"": 1}, {""name"": ""papryka"", ""unit"": ""duża sztuka"", ""amount"": 1}, {""name"": ""awokado"", ""unit"": ""średnia sztuka"", ""amount"": 1}, {""name"": ""pikantny sos orzechowy"", ""unit"": ""łyżki"", ""amount"": 3}]",Międzynarodowa,True,"[""vegan"",""side dish"",""paleolithic"",""gluten free"",""lacto ovo vegetarian"",""dairy free"",""primal""]",,,45,https://img.spoonacular.com/recipes/662670-312x231.jpg,"['papryka', 'pikantny sos orzechowy', 'pomarańczowy kalafior', 'liście boćwiny', 'oliwa z oliwek', 'bazylia', 'czosnek', 'sól', 'cukinia', 'awokado']"
50,Przekąski: Muffinki Frittata,"1. Rozgrzej piekarnik do 180°C. Formę na muffinki wysmaruj lekko oliwą.
2. Brokuły i pomidory drobno posiekaj. Ser cheddar zetrzyj na tarce.
3. W misce rozbij jajka, dodaj krem, sól, pieprz oraz pieprz pomarańczowy. Roztrzep dokładnie.
4. Do masy jajecznej dodaj warzywa, ser oraz posiekany szczypiorek. Wymieszaj.
5. Rozlej masę do formy na muffinki (do ok. 3/4 wysokości).
6. Piecz przez 15-20 minut, aż jajka się zetną i wierzch lekko zarumieni.","Finger Foods: Babeczki Frittata mogą być dobrym przepisem na poszerzenie repertuaru śniadaniowego. Z tego przepisu składa się 1 porcja zawierająca <b>655 kalorii</b>, <b>50 g białka</b> i <b>45 g tłuszczu</b> każda. Za <b>2,96 USD za porcję</b> ten przepis <b>pokrywa 47%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Od przygotowania do talerza ten przepis zajmuje około <b>45 minut</b>. Wiele osób przygotowało ten przepis i 601 stwierdziło, że był strzałem w dziesiątkę. Jeśli masz sól i pieprz, pomarańczowy pe","[{""name"": ""brokuł"", ""unit"": ""g"", ""amount"": 66}, {""name"": ""szczypiorek"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""krem"", ""unit"": """", ""amount"": 1}, {""name"": ""jajka"", ""unit"": """", ""amount"": 6}, {""name"": ""pieprz pomarańczowy"", ""unit"": ""g"", ""amount"": 49.667}, {""name"": ""sól i pieprz"", ""unit"": ""porcja"", ""amount"": 1}, {""name"": ""ser cheddar"", ""unit"": ""g"", ""amount"": 56.5}, {""name"": ""pomidor"", ""unit"": ""g"", ""amount"": 49.667}]",Międzynarodowa,True,"[""ketogenic"",""gluten free"",""morning meal"",""lacto ovo vegetarian"",""brunch"",""primal"",""breakfast""]",,,45,https://img.spoonacular.com/recipes/716432-312x231.jpg,"['szczypiorek', 'brokuł', 'krem', 'pieprz pomarańczowy', 'sól i pieprz', 'ser cheddar', 'pomidor', 'jajka']"
51,Pikantne curry z groszku czarnookiego z boćwiną i pieczonym bakłażanem,"1. Przepłucz groszek czarnooki i namocz go w kilkucentymetrowej wodzie na 6 godzin lub na noc.
2. Odcedź i opłucz, następnie przełóż do dużego rondla i zalej świeżą wodą. Doprowadzić do wrzenia, zmniejszyć ogień do średnio-niskiego, przykryć i gotować na wolnym ogniu przez 40 do 60 minut. Uważaj, żeby nie rozgotować. Fasola powinna być miękka, ale nie rozpadająca się.
3. Odcedź i odłóż na bok. Aby przygotować bakłażana, odetnij łodygę i dolną krawędź, a następnie przekrój wzdłuż na pół. Natnij mięso w ukośne 1-calowe linie, następnie odwróć i nacinaj ponownie, aż uzyskasz ukośny wzór. Uważaj, aby nie przeciąć skóry.
4. Posyp solą i odstaw na 40 minut. Opłucz i odciśnij nadmiar wody.
5. Posmaruj bakłażana odrobiną oleju i przełóż na brytfannę.
6. Piec w piekarniku nagrzanym do 400°C, aż miąższ będzie zapadnięty i pomarszczony.
7. Zdjąć z ognia i ostudzić około 10 minut, doprawić odrobiną soli i usunąć miąższ z bakłażana. Jeśli wody jest za dużo, odcedzić na sitku. Odłożyć na bok.
8. Rozgrzej olej na średnim ogniu w tym samym rondlu, na którym gotowano groszek czarnooki. Gdy będzie gorący, wrzuć szalotkę i chili i smaż przez 2 do 3 minut. Teraz dodaj przyprawy i mieszaj przez kolejną minutę, aż zacznie pachnieć.
9. Dodać pomidora, smażyć kolejne kilka minut, następnie dodać bakłażana i groszek czarnooki, smażyć jeszcze kilka minut często mieszając.
10. Na patelnię wlewamy kilka łyżek wody i dodajemy po garści boćwiny, aż zwiędnie.
11. W razie potrzeby dodaj więcej wody.
12. Pod koniec gotowania dodaj sok z cytryny i sól do smaku.
13. Zdejmij z ognia, przykryj i odstaw na kilka minut przed podaniem.","Przepis na pikantne curry z groszku czarnookiego z boćwiną i pieczonym bakłażanem zaspokoi Twoje indyjskie pragnienie w około <b>45 minut</b>. Ten przepis jest przeznaczony dla 6 osób i kosztuje 94 centy za porcję. Ta przystawka zawiera <b>129 kalorii</b>, <b>7 g białka</b> i <b>2 g tłuszczu</b> na porcję. Jest dostarczany przez foodandspice.blogspot.com. Jeśli masz pod ręką groszek czarnooki, oliwę z oliwek, kulę ziemską i kilka innych składników, możesz to zrobić. Ten przepis polubiło 32 smakoszy i kucharzy. To jest coś","[{""name"": ""groszek czarnooki"", ""unit"": ""g"", ""amount"": 344}, {""name"": ""curry w proszku"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""garam masala"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""bakłażan"", ""unit"": ""duża sztuka"", ""amount"": 1}, {""name"": ""mielona kolendra"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""mielony kminek"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""mielona gorczyca"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""sok z cytryny"", ""unit"": """", ""amount"": 3}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""chilli"", ""unit"": """", ""amount"": 2}, {""name"": ""sól morska"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""szalotki"", ""unit"": """", ""amount"": 2}, {""name"": ""boćwina szwajcarska"", ""unit"": ""pęczek"", ""amount"": 1}, {""name"": ""pomidor"", ""unit"": ""średnia sztuka"", ""amount"": 1}, {""name"": ""woda"", ""unit"": ""łyżki"", ""amount"": 5}]",indyjski,True,"[""appetizer"",""vegan"",""gluten free"",""antipasti"",""lacto ovo vegetarian"",""snack"",""dairy free"",""antipasto"",""starter"",""hor d'oeuvre""]",,,45,https://img.spoonacular.com/recipes/798400-312x231.jpg,"['groszek czarnooki', 'woda', 'oliwa z oliwek', 'sól morska', 'chilli', 'boćwina szwajcarska', 'mielona kolendra', 'curry w proszku', 'szalotki', 'garam masala', 'pomidor', 'sok z cytryny', 'bakłażan', 'mielony kminek', 'mielona gorczyca']"
53,Sałatka Truskawkowo-Mango Quinoa,"1. Przygotuj komosę ryżową: w średnim rondlu połącz komosę ryżową, wodę i 1/4 t. sól. Doprowadzić do wrzenia, zmniejszyć ogień do małego, przykryć i gotować na wolnym ogniu, aż płyn zostanie wchłonięty, około 15 minut.
2. Ugotowaną komosę ryżową rozłóż na blasze do pieczenia i ostudź przez około 20 minut. W dużej misce wymieszaj sok z limonki, skórkę, miód, śmietanę i oliwę z oliwek.
3. Dodać ostudzoną komosę ryżową, truskawki, mango, ogórek i miętę. Dobrze wymieszaj, połącz i dopraw solą &amp; pieprz.
4. Podawaj natychmiast.","Masz ochotę na <b>wegetariańską przekąskę bezglutenową i zawierającą lakto ovo</b>? Sałatka z truskawek i mango Quinoa może być niesamowitym przepisem do wypróbowania. Ten przepis służy 4 osobom. Jedna porcja zawiera <b>354 kalorie</b>, <b>8 g białka</b> i <b>17 g tłuszczu</b>. Za <b>1,87 USD za porcję</b> ten przepis <b>pokrywa 21%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. 41 osób było pod wrażeniem tego przepisu. Ten przepis z Foodista wymaga ogórka, śmietanki, mango i truskawek. Od przygotowania do talerza,","[{""name"": ""ogórek"", ""unit"": ""g"", ""amount"": 99.75}, {""name"": ""mennica"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""miód"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""sok z limonki"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""skórka z limonki"", ""unit"": ""łyżeczki"", ""amount"": 0.167}, {""name"": ""mango"", ""unit"": """", ""amount"": 0.5}, {""name"": ""oliwa z oliwek"", ""unit"": ""ml"", ""amount"": 54}, {""name"": ""papryka"", ""unit"": ""porcje"", ""amount"": 4}, {""name"": ""komosa ryżowa"", ""unit"": ""g"", ""amount"": 170}, {""name"": ""sól"", ""unit"": ""porcje"", ""amount"": 4}, {""name"": ""krem"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""truskawki"", ""unit"": ""g"", ""amount"": 216}, {""name"": ""woda"", ""unit"": ""ml"", ""amount"": 354.882}]",Międzynarodowa,False,"[""appetizer"",""side dish"",""gluten free"",""antipasti"",""lacto ovo vegetarian"",""snack"",""antipasto"",""starter"",""hor d'oeuvre"",""salad""]",,,45,https://img.spoonacular.com/recipes/661925-312x231.jpg,"['papryka', 'komosa ryżowa', 'ogórek', 'miód', 'krem', 'oliwa z oliwek', 'truskawki', 'woda', 'mango', 'sok z limonki', 'sól', 'mennica', 'skórka z limonki']"
54,Sałatka marokańska z kuskusem i ciecierzycą,"1. Rosół podgrzać z łyżeczką soli i doprowadzić do wrzenia.
2. Do miski włóż kuskus i dodaj bulion.  Przykryj miskę, aby kuskus wchłonął płyn. Po 5 minutach zdejmij pokrywkę i rozdrobnij kuskus widelcem. Do dużej miski dodaj ciecierzycę, pistacje, czerwoną paprykę, zieloną cebulę i pietruszkę i dobrze wymieszaj.
3. Dodać skórkę i sok z cytryny i ponownie wymieszać.
4. Dodaj mieszankę przypraw do kuskusu i dobrze wymieszaj. Posmakuj i w razie potrzeby dodaj sól.
5. Przed podaniem sałatkę zamarynuj na około godzinę.","Przepisów na dodatki nigdy za wiele, więc wypróbuj marokański kuskus i sałatkę z ciecierzycy. Ten przepis jest przeznaczony dla 6 osób i kosztuje 1,87 USD za porcję. Jedna porcja zawiera <b>483 kalorie</b>, <b>14 g białka</b> i <b>25 g tłuszczu</b>. 72 osoby były zadowolone, że wypróbowały ten przepis. Od przygotowania do talerza ten przepis zajmuje około <b>45 minut</b>. Udaj się do sklepu i kup cynamon, ciecierzycę, paprykę i kilka innych rzeczy, aby zrobić je dzisiaj. Jest dostarczany przez Foodista","[{""name"": ""pieprz"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""ciecierzyca"", ""unit"": ""g"", ""amount"": 425.243}, {""name"": ""cayenne"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""cynamon"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""kuskus"", ""unit"": ""ml"", ""amount"": 259.5}, {""name"": ""zielona cebula"", ""unit"": """", ""amount"": 3}, {""name"": ""mielony imbir"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""mielona gałka muszkatołowa"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""cytrynowy"", ""unit"": """", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""porcje"", ""amount"": 6}, {""name"": ""pietruszka"", ""unit"": ""g"", ""amount"": 60}, {""name"": ""orzechy pistacjowe"", ""unit"": ""g"", ""amount"": 123}, {""name"": ""papryka"", ""unit"": ""mała sztuka"", ""amount"": 1}, {""name"": ""sól"", ""unit"": ""porcje"", ""amount"": 6}, {""name"": ""kurkuma"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""bulion warzywny"", ""unit"": ""ml"", ""amount"": 352.5}]",Międzynarodowa,False,"[""lacto ovo vegetarian"",""dairy free"",""vegan"",""side dish""]",,,45,https://img.spoonacular.com/recipes/652423-312x231.jpg,"['papryka', 'mielona gałka muszkatołowa', 'oliwa z oliwek', 'kuskus', 'bulion warzywny', 'cayenne', 'mielony imbir', 'orzechy pistacjowe', 'sól', 'pieprz', 'zielona cebula', 'cytrynowy', 'cynamon', 'kurkuma', 'pietruszka', 'ciecierzyca']"
55,Pieczone brokuły z cytryną i czosnkiem,"1. Rozgrzej piekarnik do 400 stopni. W dużej misce dodaj różyczki brokułów, oliwę, sól, pieprz i czosnek.
2. Rozłóż brokuły równą warstwą na blasze do pieczenia.
3. Piec w nagrzanym piekarniku, aż brokuły będą na tyle miękkie, że będzie można je przebić widelcem, przez 15 do 20 minut.
4. Wyjmij i przełóż do miski, skrop sokiem z cytryny.","Pieczone brokuły z cytryną i czosnkiem to dodatek dla 4 osób. Jedna porcja tego dania zawiera około <b>3g białka</b>, <b>2g tłuszczu</b> i łącznie <b>58 kalorii</b>. Za <b>30 centów za porcję</b> ten przepis <b>pokrywa 14%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Jeśli masz pod ręką sok z cytryny, mielony pieprz, sól i kilka innych składników, możesz to zrobić. Ten przepis wypróbowało i polubiło 11 osób. Jest dostarczany przez Foodista. To dobre o","[{""name"": ""różyczki brokułów"", ""unit"": ""g"", ""amount"": 455}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""czosnek"", ""unit"": ""ząbek"", ""amount"": 1}, {""name"": ""mielony pieprz"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""sok z cytryny"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.5}]",Międzynarodowa,True,"[""vegan"",""side dish"",""paleolithic"",""gluten free"",""lacto ovo vegetarian"",""dairy free"",""whole 30"",""primal""]",,,45,https://img.spoonacular.com/recipes/658509-312x231.jpg,"['oliwa z oliwek', 'czosnek', 'sól', 'mielony pieprz', 'różyczki brokułów', 'sok z cytryny']"
56,Pikantny Hummus w stylu indyjskim,"1. Ciecierzycę opłucz i mocz przez 8 godzin lub przez noc zalej kilkucentymetrową wodą z dodatkiem odrobiny jogurtu serwatkowego lub soku z cytryny.
2. Odcedź i opłucz, następnie przełóż do dużego rondla.  Zalej kilkoma centymetrami świeżej wody, zagotuj, zmniejsz ogień do średniego i przykryj.  Gotuj na wolnym ogniu przez 1 do 1 1/2 godziny lub do momentu, aż fasola będzie miękka i maślana.
3. Odcedź. W robocie kuchennym połącz wszystkie składniki i miksuj, aż uzyskasz gęstą, gładką pastę. Jeśli chcesz uzyskać rzadszą pastę, może być konieczne dodanie dodatkowej oliwy z oliwek lub odrobiny wody. Na 3 filiżanki, informacje o wartościach odżywczych dotyczą porcji 1/4 filiżanki.","Środkowowschodnich przepisów nigdy za wiele, więc wypróbuj pikantny hummus w stylu indyjskim. Za <b>44 centy za porcję</b> otrzymasz przystawkę na 12 osób. Dbasz o swoją sylwetkę? Ten bezglutenowy, bezmleczny, lakto ovo wegetariański i wegański przepis zawiera <b>134 kalorie</b>, <b>5 g białka</b> i <b>6 g tłuszczu</b> na porcję. Ten przepis z foodandspice.blogspot.com ma 161 fanów. Od przygotowania do talerza ten przepis zajmuje około <b>45 minut</b>. Udaj się do sklepu i odbierz tur","[{""name"": ""asafetyda"", ""unit"": ""szczypta"", ""amount"": 1}, {""name"": ""cayenne"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""ciecierzyca"", ""unit"": ""g"", ""amount"": 250}, {""name"": ""szczypiorek"", ""unit"": ""g"", ""amount"": 10}, {""name"": ""imbir"", ""unit"": ""cm"", ""amount"": 1}, {""name"": ""pietruszka"", ""unit"": ""g"", ""amount"": 30}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 2}, {""name"": ""mielona kolendra"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""mielony kminek"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""mielony pieprz"", ""unit"": ""porcje"", ""amount"": 12}, {""name"": ""sok z cytryny"", ""unit"": """", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""chilli"", ""unit"": """", ""amount"": 2}, {""name"": ""sól morska"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""tahini"", ""unit"": ""ml"", ""amount"": 60}, {""name"": ""kurkuma"", ""unit"": ""łyżeczka"", ""amount"": 1}]",Bliskiego Wschodu,True,"[""appetizer"",""vegan"",""condiment"",""gluten free"",""antipasti"",""lacto ovo vegetarian"",""snack"",""dairy free"",""antipasto"",""spread"",""dip"",""starter"",""hor d'oeuvre""]",,,45,https://img.spoonacular.com/recipes/716195-312x231.jpg,"['szczypiorek', 'tahini', 'oliwa z oliwek', 'asafetyda', 'chilli', 'sól morska', 'imbir', 'cayenne', 'czosnek', 'mielona kolendra', 'mielony pieprz', 'sok z cytryny', 'mielony kminek', 'kurkuma', 'pietruszka', 'ciecierzyca']"
57,Sałatka z groszku i fasolki szparagowej z pesto z rukoli,"1. Zagotuj w dużym garnku osoloną wodę. Gdy woda się zagotuje, przygotuj pesto z rukoli i polewę z kremem z kolendry. W misie robota kuchennego dodaj migdały, pistacje, czosnek, skórkę z cytryny, młodą rukolę i liście bazylii. Pulsuj 8-9 razy, aż do całkowitego rozbicia. Gdy robot kuchenny jest włączony, powoli wlewaj oliwę z oliwek, aż pesto się połączy. Dopraw do smaku solą i czarnym pieprzem i przenieś do dużej miski. W tym samym naczyniu robota kuchennego (wytrzyj do czysta, jeśli chcesz), połącz jogurt i kolendrę. Pulsuj, aż oba składniki się połączą. Dopraw do smaku solą i czarnym pieprzem i odstaw. Przygotuj łaźnię lodową.
2. Do wrzącej wody dodać groszek i fasolę i blanszować przez około 1 minutę i 30 sekund.
3. Odcedzić i natychmiast przenieść do łaźni lodowej w celu ostygnięcia.
4. Gdy warzywa ostygną, ponownie je odcedź i osusz.
5. Dodaj warzywa do miski z pesto i wymieszaj.
6. Wyłóż warzywa na duży talerz i skrop kremem z kolendry. Na wierzch połóż mikro warzywa i pokrojone migdały. Ciesz się natychmiast lub włóż do lodówki, aby się schłodziło.","Jeśli chcesz dodać więcej przepisów <b>bezglutenowych, wegetariańskich z lakto ovo i pierwotnych</b> do swojego pudełka z przepisami, sałatka z groszku cukrowego i fasolki szparagowej z pesto z rukoli może być przepisem, który powinieneś wypróbować. Ta przystawka ma <b>314 kalorii</b>, <b>12 g białka</b> i <b>22 g tłuszczu</b> na porcję. Ten przepis służy 6 osobom. Za <b>2,22 USD za porcję</b> ten przepis <b>pokrywa 23%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Od przygotowania do talerza ten przepis zajmuje około <b>45 minut</b>. Cz","[{""name"": ""prażone migdały"", ""unit"": ""g"", ""amount"": 143}, {""name"": ""migdały"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""mała rukola"", ""unit"": ""g"", ""amount"": 40}, {""name"": ""liście bazylii"", ""unit"": """", ""amount"": 4}, {""name"": ""kolendra"", ""unit"": ""g"", ""amount"": 8}, {""name"": ""oliwa z oliwek"", ""unit"": ""ml"", ""amount"": 108}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 3}, {""name"": ""mikro zieleniny"", ""unit"": ""g"", ""amount"": 40}, {""name"": ""skórka cytrynowa"", ""unit"": """", ""amount"": 1}, {""name"": ""pistacje"", ""unit"": ""g"", ""amount"": 61.5}, {""name"": ""sól i pieprz"", ""unit"": ""porcje"", ""amount"": 6}, {""name"": ""trzaskać groszek"", ""unit"": ""g"", ""amount"": 453.592}, {""name"": ""fasola woskowa"", ""unit"": ""g"", ""amount"": 453.592}, {""name"": ""jogurt"", ""unit"": ""ml"", ""amount"": 122.5}]",Międzynarodowa,False,"[""lacto ovo vegetarian"",""gluten free"",""primal"",""side dish""]",,,45,https://img.spoonacular.com/recipes/765011-312x231.jpg,"['kolendra', 'migdały', 'jogurt', 'liście bazylii', 'mikro zieleniny', 'oliwa z oliwek', 'trzaskać groszek', 'pistacje', 'czosnek', 'prażone migdały', 'skórka cytrynowa', 'sól i pieprz', 'fasola woskowa', 'mała rukola']"
58,Dip warzywny,"1. W średniej misce połącz wszystkie składniki (oprócz surowych warzyw do maczania). Przykryj i przechowuj w lodówce, aż będzie gotowy do podania.
2. Podawać jako dip do surowych warzyw. Na około 3 filiżanki.","Dip warzywny może być właśnie przystawką, której szukasz. Ten przepis służy 3. Dbasz o swoją sylwetkę? Ten bezglutenowy, wegetariański i podstawowy przepis zawiera <b>210 kalorii</b>, <b>16 g białka</b> i <b>4 g tłuszczu</b> na porcję. Za <b>1,84 USD za porcję</b> ten przepis <b>pokrywa 29%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Tylko kilka osób przygotowało ten przepis i 1 powiedziałbym, że był strzałem w dziesiątkę. Jest dostarczany przez Foodista. Od przygotowania do talerza, t","[{""name"": ""szpinak"", ""unit"": ""g"", ""amount"": 283.495}, {""name"": ""cebula"", ""unit"": ""g"", ""amount"": 160}, {""name"": ""jogurt niskotłuszczowy"", ""unit"": ""ml"", ""amount"": 490}, {""name"": ""warzywa"", ""unit"": ""porcje"", ""amount"": 3}]",Międzynarodowa,True,"[""appetizer"",""condiment"",""gluten free"",""antipasti"",""lacto ovo vegetarian"",""snack"",""antipasto"",""spread"",""dip"",""starter"",""hor d'oeuvre"",""primal""]",,,45,https://img.spoonacular.com/recipes/664547-312x231.jpg,"['cebula', 'warzywa', 'jogurt niskotłuszczowy', 'szpinak']"
